,Odběratel,ID,IČO,Datum uzavření smlouvy,Cena_bez_dph,Cena_s_dph,Předmět smlouvy,zboží,ID verze,Dodavatel
141,"Domov ve Zboží, příspěvková organizace",24785083,60128097,01.11.2023,"200 000,00 CZK","242 000,00 CZK","Rámcová kupní smlouva - ložní prádlo, ručníky ..","[{'název': None, 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",26529039,Apos Brno
142,"Domov pro seniory Dobětice, příspěvková organizace",24784971,44555407,20.11.2023,"65 367,85 CZK","80 000,00 CZK",Objednávka - zažehlovací systém,"[{'název': 'Zažehlovací systém', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",26528927,Apos Brno
143,"Dům sociálních služeb Pacov, p. o.",24789451,63893703,10.11.2023,"102 990,08 CZK",,Textilní výrobky,"[{'název': 'Elastické prostěradlo obálkového modré střihu', 'množství': 40, 'cena bez DPH': 411.0, 'cena s DPH': 497.21}, {'název': 'Elastické prostěradlo obálkového žluté střihu', 'množství': 20, 'cena bez DPH': 411.0, 'cena s DPH': 497.21}, {'název': 'Chránič oděvu velký 45x90 vzor 1 bez kapsy', 'množství': 60, 'cena bez DPH': 340.0, 'cena s DPH': 411.4}, {'název': 'Nepromokavý pytel na prádlo 75x102 cm modrý', 'množství': 30, 'cena bez DPH': 605.0, 'cena s DPH': 731.05}, {'název': 'Podložka na křesla Sonoma 43x61 cm', 'množství': 40, 'cena bez DPH': 164.0, 'cena s DPH': 198.44}, {'název': 'Podložka CHAMONIX 85x90 bez záhybů', 'množství': 30, 'cena bez DPH': 640.0, 'cena s DPH': 774.4}, {'název': 'Podložka CHAMONIX 85x90 se záhyby', 'množství': 20, 'cena bez DPH': 701.0, 'cena s DPH': 848.21}, {'název': 'Zásilkové výdaje - bonus', 'množství': 8, 'cena bez DPH': 0.0, 'cena s DPH': 0.0}]",26533603,Apos Brno
144,"Domov F. A. Skuherského, z. ú.",24793135,9618724,20.11.2023,,"61 549,00 CZK",Objednávka - evakuační podložky,"[{'název': 'Evakuační podložka Transtex se dvěma popruhy', 'množství': 43, 'cena bez DPH': 1182.96, 'cena s dph': None}]",26537595,Apos Brno
145,"Albertinum, odborný léčebný ústav, Žamberk",24784379,196096,16.11.2023,"206 880,96 CZK","250 325,96 CZK",Objednávka prostěradel,"[{'název': 'Elastické prosteradlo obálkového strihu bílé', 'množství': 150, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Elastické prosteradlo obálkového strihu merunkové', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Elastické prosteradlo obálkového strihu zelené', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Elastické prosteradlo obálkového strihu krémové', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",26528295,Apos Brno
146,"Domov seniorů Hranice, příspěvková organizace",24776135,70876541,15.11.2023,"56 886,00 CZK","68 832,00 CZK",akceptace objednávky - ochrana postranic,"[{'název': 'ochrana postranic', 'množství': 34, 'cena bez DPH': None, 'cena s dph': None}]",26519743,Apos Brno
147,"Domov pro seniory Strážnice, příspěvková organizace",24746555,47375604,13.11.2023,"20 723,00 CZK","25 075,00 CZK",Dodávka tiskárny a zdravotnického materiálu,"[{'název': 'Tiskárna EPSON LO 630', 'množství': None, 'cena bez DPH': '10 986 Kč', 'cena s DPH': '13 293,06 Kč'}, {'název': 'Páska do tiskárny Apson LO 630', 'množství': None, 'cena bez DPH': '939 Kč', 'cena s DPH': '1 136,19 Kč'}, {'název': 'SW pro tisk štítků', 'množství': None, 'cena bez DPH': '980 Kč', 'cena s DPH': '1 185,80 Kč'}, {'název': 'Omyvatelný polohovací polštář Delta', 'množství': 4, 'cena bez DPH': '3 352 Kč', 'cena s DPH': '4 055,92 Kč'}, {'název': 'Povlak na polštář Delta', 'množství': 8, 'cena bez DPH': '1 664 Kč', 'cena s DPH': '2 013,44 Kč'}, {'název': 'Nepromokavý pytel na prádlo červený', 'množství': 1, 'cena bez DPH': '605 Kč', 'cena s DPH': '732,05 Kč'}, {'název': 'Nepromokavý pytel na prádlo modrý', 'množství': 1, 'cena bez DPH': '605 Kč', 'cena s DPH': '732,05 Kč'}, {'název': 'Nepromokavý pytel na prádlo bílý', 'množství': 1, 'cena bez DPH': '605 Kč', 'cena s DPH': '732,05 Kč'}, {'název': 'Nepromokavý pytel na prádlo zelený', 'množství': 1, 'cena bez DPH': '605 Kč', 'cena s DPH': '732,05 Kč'}, {'název': 'Zásilkové výdaje', 'množství': None, 'cena bez DPH': '381,82 Kč', 'cena s DPH': '462 Kč'}]",26488351,Apos Brno
148,"Odborný léčebný ústav Paseka, příspěvková organizace",24730859,849081,10.11.2023,"88 113,00 CZK",,"Ochranné polstrování postranic, Elastická prostěradla, podložky EMERIS","[{'název': 'Ochranné polstrování postranic— pár, standard', 'množství': 5, 'cena bez DPH': None, 'cena s DPH': 9910}, {'název': 'Elastické prostěradlo obálkového střihu bílé', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Podložka EMERIS 75x85', 'množství': 150, 'cena bez DPH': None, 'cena s DPH': 37215}, {'název': 'Přepravné', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': 204}]",26471763,Apos Brno
149,"Sociální služby Vsetín, příspěvková organizace",24726451,49562827,07.11.2023,"117 602,50 CZK",,"nákup - zažehlovací lis,pytel,chránič oděvů,přikrývka,polštář","[{'název': 'zažehlovací lis RS 100 Nr včetně 2 ks silikonová podložka', 'množství': 1, 'cena bez DPH': 32712.5, 'cena s DPH': None}, {'název': 'nepromokavý pytel na prádlo 75x102 cm červený', 'množství': 20, 'cena bez DPH': 574.75, 'cena s DPH': None}, {'název': 'polyesterový pytel se šňůrkou a pojistkou zelený', 'množství': 30, 'cena bez DPH': 471.8, 'cena s DPH': None}, {'název': 'chránič oděvu velký 45x90 vzor 1 bez kapsy', 'množství': 20, 'cena bez DPH': 306.0, 'cena s DPH': None}, {'název': 'omyvatelná přikrývka Sanitized 200x140 celoroční', 'množství': 20, 'cena bez DPH': 2109.95, 'cena s DPH': None}, {'název': 'omyvatelný polštář Kombi Sanitized velký 85x65', 'množství': 20, 'cena bez DPH': 546.1, 'cena s DPH': None}]",26466879,Apos Brno
150,"Domov Čujkovova, Ostrava-Zábřeh, příspěvková organizace",24693683,70631875,09.11.2023,"330 451,00 CZK","399 845,00 CZK",Nákup prostěradel,"[{'název': 'elastické napínací prostěradlo obálkového střihu', 'množství': 1000, 'cena bez DPH': 328.8, 'cena s DPH': None}]",26432595,Apos Brno
151,Domov pro seniory Chodov,24704243,70876606,07.11.2023,,"80 033,00 CZK",evakuační podložky,"[{'název': 'Evakuační podložka Transtex se dvěma popruhy', 'množství': 52, 'cena bez DPH': '1 272 Kč', 'cena s dph': None}]",26443723,Apos Brno
152,"Domov pro seniory Radkova Lhota, příspěvková organizace",24683707,61985881,09.11.2023,"95 463,60 CZK","115 511,00 CZK","Objednávka na evakuační podložky Transtex se dvěma popruhy, 79ks","[{'název': 'Evakuační podložka Transtex se dvěma popruhy', 'množství': 79, 'cena bez DPH': 1208.4, 'cena s DPH': 1462.16}]",26422159,Apos Brno
153,"Dům sociálních služeb Pacov, p. o.",24657083,63893703,19.10.2023,"258 782,64 CZK",,Textilní výrobky,"[{'název': 'Nepromokavý pytel na prádlo zelený', 'množství': 60, 'cena bez DPH': 574.75, 'cena s DPH': 41726.85}, {'název': 'Samorozevíratelný nepromokavý červený pytel SAFETEX', 'množství': 5, 'cena bez DPH': 546.25, 'cena s DPH': 3304.81}, {'název': 'Plněný polštář LUXUS rozměr 90x70 1400g COMFORT', 'množství': 20, 'cena bez DPH': 597.46, 'cena s DPH': 14458.41}, {'název': 'Plátěná podložka do lůžka bílá 170 g', 'množství': 60, 'cena bez DPH': 173.14, 'cena s DPH': 12569.78}, {'název': 'Podložka CHAMONIX 85x90 se záhyby', 'množství': 150, 'cena bez DPH': 665.95, 'cena s DPH': 120869.93}, {'název': 'Fixační pás pětibodový dospělý', 'množství': 3, 'cena bez DPH': 1327.15, 'cena s DPH': 4817.55}, {'název': 'Elastické prostěradlo obálkového střihu žluté', 'množství': 50, 'cena bez DPH': 390.45, 'cena s DPH': 23622.23}, {'název': 'Elastické prostěradlo obálkového střihu meruňkové', 'množství': 50, 'cena bez DPH': 390.45, 'cena s DPH': 23622.23}, {'název': 'Bavlněné povlečení - Slezsko zip šedé', 'množství': 20, 'cena bez DPH': 511.58, 'cena s DPH': 12380.12}, {'název': 'Bavlněné povlečení - Slezsko zip zelené', 'množství': 20, 'cena bez DPH': 511.58, 'cena s DPH': 12380.12}, {'název': 'Zásilkové výdaje - bonus', 'množství': 22, 'cena bez DPH': 0.0, 'cena s DPH': 0.0}]",26394259,Apos Brno
154,"Domov seniorů Břeclav, příspěvková organizace",24652427,48452734,06.11.2023,"146 445,42 CZK",,"Prostěradla, overaly, chrániče","[{'název': 'Elastické prostěradlo obálkového střihu meruňkové', 'množství': 10, 'cena bez DPH': 369.9, 'cena s DPH': None}, {'název': 'Chránič oděvu veký 4590 vzor 1 bez kapsy', 'množství': 20, 'cena bez DPH': 3230.0, 'cena s DPH': None}, {'název': 'Krátký overal se zipem v rozkroku 4080 koráll', 'množství': 500, 'cena bez DPH': 1499.0, 'cena s DPH': None}, {'název': 'Overal se zipem na zádech A708 koráldmk L', 'množství': 1000, 'cena bez DPH': 1722.83, 'cena s DPH': None}]",26389499,Apos Brno
155,"Domov pro seniory Hustopeče, příspěvková organizace",24654827,14120097,06.11.2023,"170 334,74 CZK","206 105,00 CZK",objednávka - monitoring opuštění lůžka,"[{'název': 'Monitoring opuštění lůžka s podlahovou podložkou', 'množství': 10, 'cena bez DPH': 138580.0, 'cena s DPH': 168681.8}, {'název': 'Úprava pro bezdrátový přenos', 'množství': 10, 'cena bez DPH': 21000.0, 'cena s DPH': 25410.0}, {'název': 'Pager SR', 'množství': 10, 'cena bez DPH': 10500.0, 'cena s DPH': 12705.0}, {'název': 'zásilkové', 'množství': 2, 'cena bez DPH': 254.55, 'cena s DPH': 308.0}]",26391955,Apos Brno
156,"Centrum sociálních služeb Prostějov, příspěvková organizace",24625319,47921293,30.10.2023,"329 015,00 CZK","398 108,15 CZK",Objednávka - dodávka 205ks prošívaných přikrývek a 250ks polštářů.,"[{'název': 'Prošivaná přikrývka LUXUS', 'množství': 21, 'cena bez DPH': 838.0, 'cena s DPH': None}, {'název': 'Plněný polštář LUXUS COMFORT', 'množství': 1, 'cena bez DPH': 628.9, 'cena s DPH': None}]",26361031,Apos Brno
157,G-centrum Tábor,24613999,67189393,18.10.2023,,,"pytle na prádlo, prostěradla","[{'název': 'elastické napínací prostěradlo SMART', 'množství': 50, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'žluté pytle na prádlo +šňůra, pojistka', 'množství': 150, 'cena bez DPH': None, 'cena s DPH': None}]",26349327,Apos Brno
158,Domov pro seniory a Pečovatelská služba v Žatci,24612863,830411,03.11.2023,,"120 846,00 CZK",Objednávka elastických prostěradel,"[{'název': 'Elastické prostěradlo obálkového střihu, barva krémová', 'množství': 255, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'SMART elastické napínací prostěradlo, barva bílá', 'množství': 15, 'cena bez DPH': None, 'cena s dph': None}]",26348151,Apos Brno
159,Domov se zvláštním režimem Krásná Lípa,24595311,70872741,01.11.2023,"77 052,89 CZK","93 234,00 CZK","Objednávka (smlouva) ""Prostěradla elastická v počtu 5 ks, přikrývky prošívané LUXUS v počtu 55 ks, polštáře LUXUS v počtu 55 ks, Čelakovského 40/13, Krásná Lípa, 407 46"".","[{'název': 'prostěradla elastická', 'množství': 5, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'přikrývky prošívané LUXUS', 'množství': 55, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'polštáře LUXUS COMFORT', 'množství': 55, 'cena bez DPH': None, 'cena s DPH': None}]",26329827,Apos Brno
160,"Domov Kladno-Švermov, poskytovatel sociálních služeb",24599139,71234462,23.10.2023,,"82 492,00 CZK","Zažehlovací lis na prádlo, tiskárna na prádlo","[{'název': 'Zažehlovací lis na prádlo, tiskárna na prádlo', 'množství': None, 'cena bez DPH': None, 'cena s DPH': '82 492,00 Kč'}]",26333859,Apos Brno
161,Domov důchodců Náchod,24599427,71193987,24.10.2023,"94 280,00 CZK","114 083,00 CZK",Dodání 70 ks fixačních pásů a 60 ks samorozevíratelných nepromokavých pytlů,"[{'název': 'Fixační pás břišní s upínáním v rozkroku', 'množství': 30, 'cena bez DPH': 922, 'cena s DPH': 1115.6}, {'název': 'Fixační pás břišní široký', 'množství': 30, 'cena bez DPH': 605, 'cena s DPH': 732.1}, {'název': 'Fixační pás pětibodový', 'množství': 10, 'cena bez DPH': 1397, 'cena s DPH': 1690.4}, {'název': 'Samorozevíratelný nepromokavý pytel SAFETEX - zelený', 'množství': 20, 'cena bez DPH': 575, 'cena s DPH': 698.8}, {'název': 'Samorozevíratelný nepromokavý pytel SAFETEX - modrý', 'množství': 20, 'cena bez DPH': 575, 'cena s DPH': 698.8}, {'název': 'Samorozevíratelný nepromokavý pytel SAFETEX - červený', 'množství': 20, 'cena bez DPH': 575, 'cena s DPH': 698.8}]",26334159,Apos Brno
162,"Domov Slaný, poskytovatel sociálních služeb",24582683,71234390,27.10.2023,"149 978,43 CZK","181 474,00 CZK",Objednávka ložní prádlo,[],26316415,Apos Brno
163,Sociální služby města Žďáru nad Sázavou,24561883,43379168,27.10.2023,,"59 000,00 CZK",DKS nákup evakuační podložka,"[{'název': 'evakuační podložka MIP. CS635-001', 'množství': 41, 'cena bez DPH': 1170, 'cena s dph': 1415.7}, {'název': 'zásilkové výdaje POB', 'množství': 2, 'cena bez DPH': 127.27, 'cena s dph': 153.8}]",26297171,Apos Brno
164,Domov pro seniory Zahradní Město,24538367,70878030,23.10.2023,"16 416,48 CZK","19 864,00 CZK",objednávka - fixační body,"[{'název': 'Fixační body bílé krátký rukáv se zipem v rozkroku', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'deky mikroflanel', 'množství': 28, 'cena bez DPH': None, 'cena s DPH': None}]",26269667,Apos Brno
165,"Domov pro seniory Hustopeče, příspěvková organizace",24550967,14120097,30.10.2023,"247 182,69 CZK","299 091,00 CZK",Dohoda o vypořádání bezdůvodného obohacení,"[{'název': 'ložní prádlo na pokoje klientů', 'množství': None, 'cena bez DPH': '180851.28 Kč', 'cena s DPH': '218830.00 Kč'}, {'název': 'tiskárna s příslušenstvím', 'množství': None, 'cena bez DPH': '33454.55 Kč', 'cena s DPH': '40480.00 Kč'}, {'název': 'zažehlovací lis', 'množství': None, 'cena bez DPH': '32876.86 Kč', 'cena s DPH': '39781.00 Kč'}]",26283115,Apos Brno
166,"Domov pro osoby se zdravotním postižením Horní Bříza, příspěvková organizace",24529971,22578,27.10.2023,"147 960,00 CZK","179 081,60 CZK",400 ks elastických prostěradel SMART,"[{'název': 'elastické napínací prostěradlo SMART vbílé', 'množství': 400, 'cena bez DPH': 369.9, 'cena s DPH': None}]",26260919,Apos Brno
167,"Domovy sociálních služeb Háj a Nová Ves, příspěvková organizace",24526207,63787911,16.10.2023,"63 224,88 CZK","76 502,00 CZK",Kupní smlouva č. 230022 - Nákup značkovače prádla,"[{'název': 'Zažehlovací lis RS 100 Nr (RS 378-01NR)', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'SW pro potisk štítků APOS LabelPrint (APOS LABELPRINT)', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Držák rolí (DR 100)', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Tiskárna EPSON LO 630 (EPSON LO 630)', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",26257039,Apos Brno
168,"Dům seniorů Kdyně, příspěvková organizace",24440187,75007746,10.10.2023,,"51 715,00 CZK",Přikrývky,"[{'název': 'Přikrývka', 'množství': 50, 'cena bez DPH': None, 'cena s DPH': 715.0}]",26166363,Apos Brno
169,"Zahrada, poskytovatel sociálních služeb",24447547,71234446,20.10.2023,"35 348,79 CZK","42 772,00 CZK","Objednávka - tiskárna na značení oděvů, včetně příslušenství","[{'název': 'Tiskárna na značení oděvů, včetně příslušenství (pásky sw na potisk, držák rolí, instalace systému)', 'množství': None, 'cena bez DPH': 35348.79, 'cena s dph': 42712}]",26174139,Apos Brno
170,SOCIÁLNÍ SLUŽBY LANŠKROUN,24446899,75081849,18.10.2023,,"115 958,00 CZK","Objednávka - krepové povlečení, prostěradla","[{'název': 'elastické prostěradlo', 'množství': 90, 'cena bez DPH': 497.31, 'cena s dph': None}, {'název': 'ochranné návleky na ruce', 'množství': 2, 'cena bez DPH': 1356.41, 'cena s dph': None}]",26173467,Apos Brno
171,"Zahrada, poskytovatel sociálních služeb",24448243,71234446,20.10.2023,"32 827,00 CZK","39 721,00 CZK",Objednávka - zažehlovací lis,"[{'název': 'Zažehlovací lis', 'množství': None, 'cena bez DPH': '32827 Kč', 'cena s dph': '39721 Kč'}]",26174899,Apos Brno
172,"Domov pro seniory Velké Meziříčí, příspěvková organizace",24439735,71184465,18.10.2023,,"96 839,00 CZK","elastická prostěradla, overaly","[{'název': 'Omyvatelný podpůrný polštář DELTA', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Povlak na polštář DELTA', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}]",26165887,Apos Brno
173,"Domov Jílové u Prahy, poskytovatel sociálních služeb",24408975,44685173,04.10.2023,,"82 933,00 CZK",Zažehlovací lis,"[{'název': 'zažehlovací lis RS 100', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'tiskárna EPSON LO630', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'role se štítky 2x41x17', 'množství': 2, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'páska do tiskárny s voděodolnou barvou', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'SW pro potisk štítků APOS LabelPrint', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'držák rolí', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}]",26133895,Apos Brno
174,Sociální služby města Pardubic,24406731,75090970,12.10.2023,"96 350,00 CZK",,"Objednávka - prostěradla, overaly, podložky - DpS U Kostelíčka","[{'název': 'Elastické prostěradlo obálkového střihu krémové', 'množství': 190, 'cena bez DPH': 390.45, 'cena s DPH': None}, {'název': 'Podložka na křesla 45x45 cm hnědá', 'množství': 14, 'cena bez DPH': 324.9, 'cena s DPH': None}, {'název': 'Kea] se zipy v rozkroku i na zádech koral, dlruk, M', 'množství': 4, 'cena bez DPH': 1757.5, 'cena s DPH': None}, {'název': 'Kea] se zipy v rozkroku i na zádech cmodř, dlruk, XL', 'množství': 6, 'cena bez DPH': 1757.5, 'cena s DPH': None}]",26131519,Apos Brno
175,"Centrum sociálních služeb Znojmo, příspěvková organizace",24390207,45671770,16.10.2023,,"120 775,00 CZK","Kupní smlouva - elastické prostěradlo obálkového střihu, elastické prostěradlo SMART","[{'název': 'elastické prostěradlo obálkové šedá', 'množství': 20, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'elastické prostěradlo SMART meruňka', 'množství': 5, 'cena bez DPH': None, 'cena s dph': None}]",26114111,Apos Brno
176,Domov sociálních služeb Skřivany,24380923,578991,16.10.2023,"81 854,00 CZK","99 043,20 CZK",Dodávka ložního prádla,"[{'název': 'Bavlněné povlečení - Kvítí na šedém s níť. knoflíky', 'množství': 28, 'cena bez DPH': 538.51, 'cena s dph': 651.6}, {'název': 'Bavlněné povlečení - Slezsko šedé s níť. knoflíky', 'množství': 96, 'cena bez DPH': 538.51, 'cena s dph': 651.6}, {'název': 'Bavlněné povlečení - Podzim purporový s níť. knoflíky', 'množství': 4, 'cena bez DPH': 538.51, 'cena s dph': 651.6}, {'název': 'Bavlněné povlečení - Kvítí na bílém mentol s níť. knoflíky', 'množství': 24, 'cena bez DPH': 538.51, 'cena s dph': 651.6}]",26104255,Apos Brno
177,"Domov pro seniory Červenka, příspěvková organizace",24361515,75004402,13.10.2023,"79 200,89 CZK","95 833,00 CZK","Dodávka textilních výrobků, polštářů, podložek a pytlů.","[{'název': 'Plněný polštář Standard', 'množství': 20, 'cena bez DPH': None, 'cena s dph': 8708.85}, {'název': 'Prošívanbá přikrývka Standard', 'množství': 25, 'cena bez DPH': None, 'cena s dph': 20733.41}, {'název': 'Podložka Sonoma', 'množství': 30, 'cena bez DPH': None, 'cena s dph': 18274.51}, {'název': 'Elastický potah', 'množství': 30, 'cena bez DPH': None, 'cena s dph': 37464.5}, {'název': 'Nepromokavý pytel', 'množství': 15, 'cena bez DPH': None, 'cena s dph': 10651.33}]",26084243,Apos Brno
178,"Nemocnice Jablonec nad Nisou, p.o.",24315611,829838,09.10.2023,"201 139,67 CZK",,Objednávka operačního oblečení.,"[{'název': 'Operační oblečení dle cenové nabídky č. VN23494', 'množství': 1, 'cena bez DPH': '201139.67 Kč', 'cena s DPH': '201139.67 Kč'}]",26035715,Apos Brno
179,Domov se zvláštním režimem Krásná Lípa,24274127,70872741,02.10.2023,"80 701,65 CZK","97 649,00 CZK","Objednávka (smlouva) ""Prostěradla eleastická, přikrývky prošívané, polštáře, Čelakovského 40/13, Krásná Lípa, 407 46"".","[{'název': 'prostěradla elastická', 'množství': 130, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'přikrývky prošívané LUXUS', 'množství': 20, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'polštáře LUXUS COMFORT', 'množství': 20, 'cena bez DPH': None, 'cena s DPH': None}]",25992167,Apos Brno
180,Domov pod Kuňkou,24250591,71176217,04.10.2023,,"97 442,00 CZK",Objednávka 22 ks matrací,"[{'název': 'Matrace Passive Medium Pro 14cm', 'množství': 17, 'cena bez DPH': 315638, 'cena s DPH': None}, {'název': 'Matrace Passive Care 14cm', 'množství': 3, 'cena bez DPH': 405460, 'cena s DPH': None}, {'název': 'Matrace Passive Ultra Care 14 cm', 'množství': 2, 'cena bez DPH': 4640.48, 'cena s DPH': None}, {'název': 'zásilkové výdaje', 'množství': 1, 'cena bez DPH': 542700, 'cena s DPH': None}]",25967615,Apos Brno
181,Domov se zvláštním režimem Krásná Lípa,24228599,70872741,26.09.2023,"81 517,36 CZK","98 636,00 CZK","Podložky CHAMONIX 85x92 bez záhybů v počtu 140 kusů, Čelakovského 40/13, Krásná Lípa, 407 46.","[{'název': 'podložky CHAMONIX 85x90 bez záhybů', 'množství': 140, 'cena bez DPH': None, 'cena s DPH': None}]",25944615,Apos Brno
182,"Domov pro seniory Lukov, příspěvková organizace",24189035,70850941,27.09.2023,,"140 709,00 CZK",Kupní smlouva,"[{'název': 'elastická prostěradla', 'množství': 210, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'plátěné položky dle cenové nabídky č. VN23455', 'množství': 210, 'cena bez DPH': None, 'cena s DPH': None}]",25903275,Apos Brno
183,"Sociální služby Města Milevska, příspěvková organizace",24181935,75000750,26.09.2023,,"160 872,00 CZK",Kupní smlouva,"[{'název': 'Signalizační tlačítko přenosné', 'množství': 25, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Pager', 'množství': 2, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Repeater', 'množství': 1, 'cena bez DPH': None, 'cena s dph': None}]",25895831,Apos Brno
184,Centrum komunitních služeb Pro život,24174779,70875430,26.09.2023,,"40 000,00 CZK",Objednávka ložního prádla pro Doubravčany,"[{'název': 'máslo', 'množství': 2, 'cena bez DPH': 25, 'cena s DPH': 30.5}, {'název': 'mléko', 'množství': 1, 'cena bez DPH': 15, 'cena s DPH': 18.3}]",25888227,Apos Brno
185,Všeobecná fakultní nemocnice v Praze,24160407,64165,25.09.2023,"53 664,00 CZK",,APOS S.R.O. - MTZ/23/04744,"[{'název': 'Evakuační křeslo VERSA', 'množství': 2, 'cena bez DPH': 32466.72, 'cena s DPH': 64933.44}]",25873199,Apos Brno
186,Domov Libníč a Centrum sociálních služeb Empatie,24083831,666271,18.09.2023,"139 700,00 CZK",,Kupní smlouva na nákup 3 ks venkovních trenažérů pro seniory a kognitivní trénink.,"[{'název': '3 kusy venkovních fitness trenažérů', 'množství': 3, 'cena bez DPH': 139700, 'cena s DPH': 169038}]",25793315,Apos Brno
187,"Domov Větrný mlýn Skalička, příspěvková organizace",24072967,61985902,15.09.2023,"120 369,00 CZK","145 646,00 CZK","dodávka prostěradel, žínek, povlečení, polštářů, přikrývek atd.","[{'název': 'elastická prostěradla', 'množství': 55, 'cena bez DPH': None, 'cena s DPH': 145646}, {'název': 'žínky', 'množství': 40, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'krepové povlečení', 'množství': 18, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'plněné polštáře Luxus', 'množství': 63, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'prošívané přikrývky Luxus', 'množství': 45, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'kluzná prostěradla Swift', 'množství': 8, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'polohovací položky Standard', 'množství': 8, 'cena bez DPH': None, 'cena s DPH': None}]",25781695,Apos Brno
188,Domov pro seniory Světlo,24066275,70869812,15.09.2023,,"120 817,00 CZK",Objednávka elastických prostěradel ro klienty,"[{'název': 'elastická prostěradla Smart', 'množství': None, 'cena bez DPH': '246,00 Kč', 'cena s DPH': '120 817,00 Kč'}]",25774787,Apos Brno
189,Institut klinické a experimentální medicíny,24000131,23001,07.09.2023,,"124 999,66 CZK",Objednávka - Odbor investic a správy budov,"[{'název': 'evakuační podložka Ski Sled', 'množství': 5, 'cena bez DPH': None, 'cena s DPH': None}]",25705227,Apos Brno
190,Institut klinické a experimentální medicíny,24000183,23001,07.09.2023,,"124 999,66 CZK",Objednávka - Odbor investic a správy budov,"[{'název': 'evakuační podložka Ski Sled', 'množství': 5, 'cena bez DPH': None, 'cena s DPH': None}]",25705279,Apos Brno
191,Domov se zvláštním režimem Terezín,23964867,70875308,29.08.2023,"107 650,37 CZK","130 256,95 CZK","Objednávka(smlouva); ložní prádlo, prostěradla, ručníky, osušky","[{'název': 'Ložní prádlo, prostěradla, ručníky, osušky', 'množství': None, 'cena bez DPH': '107650.37 Kč', 'cena s dph': '130256.95 Kč'}]",25668611,Apos Brno
192,KruV - RS (Kraj Vysočina),23848483,70890749,24.08.2023,"114 480,00 CZK","138 520,80 CZK","Dodávka 100 ks evakuačních podložek pro Sociální centrum Kraje Vysočina, příspěvkovou organizaci","[{'název': 'evakuační podložky', 'množství': 100, 'cena bez DPH': 114480.0, 'cena s DPH': 138520.8}]",25545919,Apos Brno
193,"Dům sociálních služeb Pacov, p. o.",23821431,63893703,10.08.2023,"193 160,33 CZK",,Textilní výrobky,"[{'název': 'Nepromokavý pytel na prádlo červený MIP LB/10/R/UK 75x102 cm', 'množství': 10, 'cena bez DPH': 605.0, 'cena s DPH': 7320.5}, {'název': 'Podložka na křesla Sonoma podložka na křesla S MIP 1105/A/B/UK 43x61 cm', 'množství': 20, 'cena bez DPH': 164.0, 'cena s DPH': 3968.8}, {'název': 'Podložka CHAMONIX 85x90 se záhyby MIP 2011/F', 'množství': 30, 'cena bez DPH': 701.0, 'cena s DPH': 25446.3}, {'název': 'Bavlněné povlečení - Kvítí na zip DA B kviti na šedém', 'množství': 50, 'cena bez DPH': 538.5, 'cena s DPH': 32579.25}]",25517683,Apos Brno
