,Odběratel,ID,IČO,Datum uzavření smlouvy,Cena_bez_dph,Cena_s_dph,Předmět smlouvy,zboží,ID verze,Dodavatel
45,Fakultní nemocnice v Motole,12141260,64203,18.06.2020,"600 000,00 CZK","726 000,00 CZK",Objednávka zboží a služeb - ochranný návštěvnický plášť,"[{'název': 'Ochranný návštěvnický plášť, uni velikost XL, rozměr cca120 x 145 cm, cca 25g/m2, netkaná textilie, jednobarevný', 'množství': 100000, 'cena bez DPH': 60.0, 'cena s DPH': 72.6}]",13031568,Zdeněk Staněk
46,Thomayerova nemocnice,11471864,64190,31.03.2020,"120 000,00 CZK","145 200,00 CZK",Objednávka plášťů,"[{'název': 'jednorázové pláště', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",12693096,Zdeněk Staněk
47,Nemocnice Na Homolce,11613480,23884,15.04.2020,"120 000,00 CZK","145 200,00 CZK",Objednávka NOSZM20003802 - plášť jednorázový bílý,"[{'název': 'Plášť jednorázový bílý', 'množství': 2000, 'cena bez DPH': 60.0, 'cena s DPH': None}]",12478724,Zdeněk Staněk
48,Domov důchodců Dobrá Voda,11248376,666262,01.04.2020,,"74 000,00 CZK",Objednávka č. 205/2020 - 1 000 ks jednorázových plášťů,"[{'název': 'jednorázové pláště z netkaného polypropylenu 50g/m2', 'množství': 1000, 'cena bez DPH': None, 'cena s dph': 72}]",12099604,Zdeněk Staněk
49,Domov pro seniory Nová slunečnice,10506316,71294287,17.12.2019,"56 859,51 CZK",,Objednávka - ložní souprava,"[{'název': 'Přikrývka prošívaná', 'množství': 80, 'cena bez DPH': '396,69 Kč', 'cena s DPH': None}, {'název': 'Polštář', 'množství': 80, 'cena bez DPH': '314,05 Kč', 'cena s DPH': None}]",11306524,Zdeněk Staněk
50,Domov pro seniory Nová slunečnice,10506152,71294287,17.12.2019,"82 479,72 CZK",,Objednávka - ložní prádlo,"[{'název': 'Ložní souprava bavlna', 'množství': 80, 'cena bez DPH': '380,17 Kč', 'cena s DPH': None}, {'název': 'Ložní souprava damašek', 'množství': 50, 'cena bez DPH': '495,87 Kč', 'cena s DPH': None}, {'název': 'Prostěradla', 'množství': 150, 'cena bez DPH': '181,82 Kč', 'cena s DPH': None}]",11306312,Zdeněk Staněk
51,"Domov mládeže a školní jídelna, Praha 2, Neklanova 32",10409228,65992351,20.12.2019,,"108 348,00 CZK",Nákup ložních souprav,"[{'název': 'Ručník CLASSIC 50x100cm 400g', 'množství': 10, 'cena bez DPH': 51.03, 'cena s DPH': 61.75}]",11194704,Zdeněk Staněk
52,"Domov Sedlčany, poskytovatel sociálních služeb",10281872,42727227,09.12.2019,"54 900,00 CZK",,Dodávka souprava ložní bavlna 150 ks,"[{'název': 'Souprava ložní bavlna 140x200', 'množství': 150, 'cena bez DPH': None, 'cena s DPH': None}]",11063976,Zdeněk Staněk
53,"Domov Sedlčany, poskytovatel sociálních služeb",10155720,42727227,26.11.2019,"55 998,00 CZK",,Dodávka souprava ložní povlečení 153 ks,"[{'název': 'Souprava ložní bavlna 140x 200', 'množství': 153, 'cena bez DPH': None, 'cena s DPH': None}]",11064140,Zdeněk Staněk
54,"Střední odborná škola a Střední odborné učiliště, Písek, Komenského 86",8912731,511382,12.07.2019,,"99 725,00 CZK","Ložní soupravy, prostěradla a přehozy - DM","[{'název': 'ložní soupravy (hotelová kapsa)', 'množství': 200, 'cena bez DPH': 335, 'cena s DPH': None}, {'název': 'prostěradla', 'množství': 150, 'cena bez DPH': 140, 'cena s DPH': None}, {'název': 'televizní přehozy', 'množství': 35, 'cena bez DPH': 335, 'cena s DPH': None}]",9603723,Zdeněk Staněk
55,"Mateřská škola Žatec, U Jezu 2903, okres Louny",8538651,61357090,30.05.2019,,"54 200,00 CZK",Nákup lůžkovin,"[{'název': 'Povlak lož.45x60 bavlna', 'množství': 160, 'cena bez DPH': 5785, 'cena s DPH': 70.0}, {'název': 'Soupr.lož.krep 90x135 dětská', 'množství': 50, 'cena bez DPH': 239.67, 'cena s DPH': 290.0}, {'název': 'Proš přikrýv 90x135 Stand PLUS', 'množství': 60, 'cena bez DPH': 206.61, 'cena s DPH': 250.0}, {'název': 'Prostěradlo plachta 80x150 ba', 'množství': 75, 'cena bez DPH': 7438, 'cena s DPH': 90.0}, {'název': 'Ručník froté dětský 30x50', 'množství': 270, 'cena bez DPH': 20.66, 'cena s DPH': 25.0}]",9208567,Zdeněk Staněk
56,Česká republika - Ministerstvo obrany,4418116,60162694,07.02.2018,,"93 557,20 CZK","Nákup ložního prádla, ubrusů, ručníků a utěrek","[{'název': 'Prostěradlo bílé', 'množství': 200, 'cena bez DPH': 94, 'cena s DPH': 113.74}, {'název': 'Povlak na přikrývku', 'množství': 200, 'cena bez DPH': 150, 'cena s DPH': 181.5}, {'název': 'Povlak na polštář', 'množství': 200, 'cena bez DPH': 50, 'cena s DPH': 60.5}, {'název': 'Ubrus bílý nad 2m2', 'množství': 2, 'cena bez DPH': 117, 'cena s DPH': 141.57}, {'název': 'Ubrus bílý do 2m2', 'množství': 70, 'cena bez DPH': 54, 'cena s DPH': 65.34}, {'název': 'Ručník', 'množství': 200, 'cena bez DPH': 45, 'cena s DPH': 54.45}, {'název': 'Utěrka', 'množství': 200, 'cena bez DPH': 17, 'cena s DPH': 20.57}]",4762720,Zdeněk Staněk
57,MČ Praha-Dubeč,4118660,240184,29.12.2017,"54 716,00 CZK","66 206,00 CZK",Zvěřejnění smlouvy 2018 Kupní smlouva lůžkoviny-přístavba MŠ 47,"[{'název': 'lůžkoviny a matrace', 'množství': None, 'cena bez DPH': 54716, 'cena s DPH': 66206.36}]",4437252,Zdeněk Staněk
